State,City,Order_Date,Restaurant_Name,Location,Category,Dish_Name,Price_INR,Rating,Rating_Count
Telangana,Warangal,03-09-2025,Roll Nation,Sector 18,Biryani,Paneer Biryani,599,4.5,4816
West Bengal,Siliguri,27-11-2024,KFC,Sector 18,North Indian,Paneer Butter Masala,699,3.6,4628
Maharashtra,Nagpur,09-11-2025,Spice Hub,North,Burger,Cheese Burger,699,4,1693
Tamil Nadu,Chennai,01-11-2024,Food Junction,East,Pizza,Pepper Paneer,399,4.4,1403
Gujarat,Surat,29-12-2025,Tandoori Treat,Central,Biryani,Veg Biryani,299,3.8,1407
Rajasthan,Jaipur,27-07-2025,Domino's,West,North Indian,Naan,299,3.6,3223
West Bengal,Siliguri,25-02-2024,Royal Kitchen,Andheri,Pizza,Veg Farmhouse,599,4.3,599
Telangana,Warangal,26-09-2024,Royal Kitchen,South,Pizza,Pepper Paneer,599,4.1,3232
Gujarat,Ahmedabad,03-03-2025,Pizza Hut,MG Road,South Indian,Idli,299,4.5,3792
West Bengal,Siliguri,26-04-2024,Burger King,West,South Indian,Masala Dosa,349,4.4,4607
Karnataka,Mangalore,15-08-2024,Cafe Aroma,MG Road,Burger,Cheese Burger,499,4.8,3101
Delhi,New Delhi,29-11-2024,Domino's,Central,Beverages,Mango Shake,499,4.3,2538
Delhi,New Delhi,26-09-2025,Roll Nation,North,Biryani,Paneer Biryani,699,3.8,4323
Karnataka,Mysuru,15-01-2025,Spice Hub,Banjara Hills,Biryani,Paneer Biryani,499,3.6,3743
West Bengal,Kolkata,25-08-2025,KFC,South,Chinese,Fried Rice,499,4.8,1006
West Bengal,Siliguri,12-02-2024,Pizza Hut,South,Chinese,Hakka Noodles,249,4.5,1531
Telangana,Warangal,27-05-2024,Spice Hub,East,Biryani,Hyderabadi Biryani,99,4.5,291
Rajasthan,Udaipur,22-06-2025,Tandoori Treat,MG Road,Dessert,Brownie,699,4.8,3339
Maharashtra,Nagpur,03-07-2024,Cafe Aroma,East,Biryani,Paneer Biryani,199,4.7,4404
Karnataka,Bengaluru,07-09-2024,Roll Nation,Andheri,Biryani,Hyderabadi Biryani,199,3.5,934
Maharashtra,Mumbai,09-04-2025,Roll Nation,Andheri,North Indian,Paneer Butter Masala,599,3.6,3178
Rajasthan,Udaipur,08-10-2024,Domino's,Koramangala,Chinese,Fried Rice,149,3.9,4391
Maharashtra,Pune,03-11-2025,Domino's,East,Biryani,Paneer Biryani,699,3.9,3260
Delhi,New Delhi,28-03-2024,Food Junction,Central,Burger,Aloo Tikki Burger,99,4.8,3208
West Bengal,Siliguri,21-10-2024,Subway,Sector 18,Biryani,Paneer Biryani,349,5,4623
Uttar Pradesh,Noida,18-01-2024,Cafe Aroma,East,South Indian,Idli,249,3.7,2610
Telangana,Hyderabad,17-04-2024,Pizza Hut,West,South Indian,Idli,349,3.9,1414
Karnataka,Bengaluru,17-01-2025,Burger King,East,Chinese,Manchurian,99,4.4,1675
Delhi,New Delhi,25-05-2024,Biryani House,West,Pizza,Margherita,249,4.6,759
Delhi,New Delhi,06-07-2024,Tandoori Treat,East,Chinese,Fried Rice,699,4.9,4768
Uttar Pradesh,Noida,28-06-2024,Royal Kitchen,MG Road,South Indian,Masala Dosa,199,3.7,1199
West Bengal,Siliguri,19-09-2024,Burger King,Central,Biryani,Veg Biryani,299,4.1,1964
Madhya Pradesh,Indore,02-08-2025,Food Junction,South,Chinese,Hakka Noodles,149,4.5,4673
Maharashtra,Nagpur,23-01-2024,KFC,MG Road,Chinese,Manchurian,149,4.6,2488
Gujarat,Ahmedabad,28-06-2025,Spice Hub,South,Beverages,Cold Coffee,299,4.2,4564
Karnataka,Bengaluru,08-06-2025,KFC,Banjara Hills,Burger,Veg Burger,149,4.7,3548
Gujarat,Vadodara,19-01-2024,Burger King,Central,North Indian,Dal Makhani,249,3.6,200
Maharashtra,Pune,25-07-2024,Biryani House,South,Chinese,Hakka Noodles,349,4.9,4954
Delhi,New Delhi,02-06-2025,Tandoori Treat,North,Chinese,Fried Rice,499,4.3,2181
Telangana,Hyderabad,08-11-2025,Biryani House,North,Chinese,Fried Rice,699,3.8,3307
Tamil Nadu,Madurai,14-01-2025,Cafe Aroma,Koramangala,Dessert,Ice Cream,699,4.1,2087
Maharashtra,Nagpur,02-07-2025,KFC,West,North Indian,Dal Makhani,699,4.6,916
Gujarat,Surat,29-12-2025,Cafe Aroma,Banjara Hills,Biryani,Hyderabadi Biryani,499,4.6,398
Maharashtra,Nagpur,12-12-2024,Cafe Aroma,South,Beverages,Mango Shake,99,3.8,4439
Karnataka,Bengaluru,29-03-2024,Cafe Aroma,Banjara Hills,Beverages,Cold Coffee,599,3.5,3822
Maharashtra,Mumbai,27-01-2025,Food Junction,Sector 18,Biryani,Hyderabadi Biryani,499,4.6,4994
Madhya Pradesh,Indore,21-01-2024,Tandoori Treat,West,Beverages,Mango Shake,149,3.9,3626
West Bengal,Kolkata,14-12-2024,Cafe Aroma,Koramangala,Beverages,Lassi,399,4,3882
Gujarat,Surat,09-10-2024,Biryani House,Sector 18,South Indian,Masala Dosa,99,4.2,1485
West Bengal,Siliguri,05-11-2024,KFC,East,Pizza,Margherita,599,4.4,2399
Uttar Pradesh,Noida,21-07-2025,KFC,Andheri,Dessert,Gulab Jamun,399,5,4750
Madhya Pradesh,Indore,02-12-2025,Food Junction,Andheri,Biryani,Paneer Biryani,99,4,288
Karnataka,Bengaluru,25-11-2024,Cafe Aroma,East,North Indian,Naan,99,3.6,4073
Telangana,Warangal,04-03-2025,Cafe Aroma,Koramangala,Biryani,Hyderabadi Biryani,99,4.4,4230
Telangana,Hyderabad,08-05-2024,Royal Kitchen,East,Dessert,Ice Cream,399,4.3,3542
West Bengal,Kolkata,11-01-2025,Royal Kitchen,Koramangala,North Indian,Dal Makhani,399,3.7,2360
Gujarat,Surat,03-04-2025,Food Junction,MG Road,Beverages,Lassi,349,4.6,4881
Uttar Pradesh,Kanpur,12-05-2024,Spice Hub,West,North Indian,Dal Makhani,699,3.6,1360
Delhi,New Delhi,14-02-2024,Biryani House,West,Burger,Veg Burger,199,4.1,2048
Tamil Nadu,Coimbatore,22-06-2025,Roll Nation,Koramangala,Dessert,Brownie,599,3.7,441
Gujarat,Ahmedabad,20-08-2024,Subway,Koramangala,Burger,Aloo Tikki Burger,399,4.4,3673
West Bengal,Kolkata,13-03-2024,Domino's,Sector 18,North Indian,Paneer Butter Masala,199,3.7,1561
Telangana,Warangal,15-03-2024,Roll Nation,MG Road,North Indian,Paneer Butter Masala,399,4,349
Maharashtra,Pune,25-03-2025,Food Junction,Banjara Hills,South Indian,Idli,149,3.9,4944
West Bengal,Kolkata,30-12-2025,Roll Nation,Central,North Indian,Dal Makhani,299,4.9,2415
Madhya Pradesh,Bhopal,24-11-2025,Food Junction,Central,Burger,Aloo Tikki Burger,699,4.2,62
West Bengal,Kolkata,25-03-2025,Tandoori Treat,South,Beverages,Lassi,699,4.7,240
West Bengal,Kolkata,10-12-2024,Tandoori Treat,Andheri,North Indian,Naan,499,5,2844
Uttar Pradesh,Lucknow,20-12-2024,Tandoori Treat,North,Burger,Veg Burger,99,4.6,522
Gujarat,Ahmedabad,24-12-2024,Domino's,Koramangala,South Indian,Idli,399,4.6,4259
Uttar Pradesh,Kanpur,16-06-2025,Pizza Hut,Banjara Hills,Burger,Veg Burger,299,4.7,552
Telangana,Hyderabad,08-09-2024,Roll Nation,East,Dessert,Gulab Jamun,199,4.2,3250
West Bengal,Kolkata,25-04-2025,Food Junction,Central,Beverages,Mango Shake,499,4.3,2764
Maharashtra,Mumbai,02-10-2024,Food Junction,East,Beverages,Cold Coffee,149,5,1983
Telangana,Warangal,08-09-2025,Spice Hub,Andheri,North Indian,Naan,349,4,2400
Delhi,New Delhi,27-02-2024,Tandoori Treat,West,Pizza,Margherita,99,4.7,2387
Rajasthan,Jaipur,14-01-2024,Food Junction,Koramangala,South Indian,Vada,249,3.5,1128
Rajasthan,Jaipur,25-10-2025,Domino's,Andheri,South Indian,Vada,599,4.8,87
Gujarat,Ahmedabad,03-04-2025,Spice Hub,East,Pizza,Margherita,99,3.8,1123
Rajasthan,Udaipur,16-03-2025,KFC,North,Pizza,Pepper Paneer,499,4.7,5000
Karnataka,Bengaluru,15-07-2025,Spice Hub,MG Road,Pizza,Veg Farmhouse,699,4.3,3932
Madhya Pradesh,Bhopal,22-10-2025,Roll Nation,West,Chinese,Fried Rice,149,4.3,4789
Delhi,New Delhi,08-04-2024,Spice Hub,South,Chinese,Fried Rice,399,3.7,4419
Uttar Pradesh,Lucknow,12-09-2024,Roll Nation,MG Road,Burger,Veg Burger,99,4.9,169
Karnataka,Mangalore,16-12-2025,Food Junction,Central,Beverages,Lassi,249,4.9,4476
Telangana,Warangal,13-09-2025,Pizza Hut,Sector 18,Chinese,Manchurian,199,4.4,3624
West Bengal,Kolkata,13-01-2025,Roll Nation,Koramangala,Chinese,Fried Rice,249,4.9,4165
Maharashtra,Pune,05-03-2024,Biryani House,East,Biryani,Veg Biryani,299,4.6,2741
Madhya Pradesh,Bhopal,29-11-2024,Food Junction,West,South Indian,Masala Dosa,99,3.8,1201
Telangana,Hyderabad,24-12-2024,Tandoori Treat,South,Chinese,Hakka Noodles,349,4.6,3114
West Bengal,Kolkata,08-10-2024,Domino's,MG Road,Dessert,Ice Cream,399,4,716
Madhya Pradesh,Bhopal,15-11-2025,Burger King,Koramangala,Chinese,Fried Rice,599,4.3,745
West Bengal,Siliguri,15-05-2024,Domino's,Koramangala,North Indian,Paneer Butter Masala,499,4,306
Maharashtra,Pune,02-03-2025,Burger King,Banjara Hills,South Indian,Masala Dosa,99,3.8,4347
West Bengal,Siliguri,28-05-2025,Pizza Hut,West,Dessert,Ice Cream,599,4.9,3846
Rajasthan,Udaipur,19-02-2024,Food Junction,Sector 18,Dessert,Gulab Jamun,349,3.9,341
Tamil Nadu,Chennai,10-07-2024,Food Junction,Banjara Hills,Chinese,Hakka Noodles,599,4.8,3129
Madhya Pradesh,Bhopal,05-07-2024,Cafe Aroma,MG Road,Burger,Veg Burger,249,4.7,2093
Maharashtra,Nagpur,11-03-2024,Tandoori Treat,Sector 18,South Indian,Idli,99,4,828
Uttar Pradesh,Noida,11-07-2025,Roll Nation,South,Pizza,Pepper Paneer,199,4.9,3901
Delhi,New Delhi,26-11-2025,Roll Nation,Central,Biryani,Paneer Biryani,699,4.3,371
Delhi,New Delhi,07-03-2024,Tandoori Treat,Andheri,South Indian,Masala Dosa,99,3.9,1056
Maharashtra,Nagpur,07-07-2024,Domino's,Central,North Indian,Paneer Butter Masala,299,4.4,1817
Madhya Pradesh,Bhopal,06-11-2024,Cafe Aroma,West,Beverages,Cold Coffee,199,4.6,1980
Tamil Nadu,Madurai,08-12-2025,Spice Hub,South,Dessert,Brownie,299,4,3788
West Bengal,Kolkata,16-03-2025,Food Junction,South,Pizza,Margherita,249,4.4,431
Maharashtra,Pune,16-02-2025,Cafe Aroma,Sector 18,Pizza,Pepper Paneer,99,4,3733
Karnataka,Mangalore,14-06-2024,Spice Hub,Sector 18,Dessert,Gulab Jamun,399,4.4,1800
Madhya Pradesh,Indore,08-07-2024,Burger King,Andheri,Biryani,Paneer Biryani,299,3.7,4199
Madhya Pradesh,Bhopal,19-04-2024,Biryani House,Sector 18,Pizza,Margherita,99,4.5,1664
Rajasthan,Udaipur,29-05-2025,Pizza Hut,East,Dessert,Gulab Jamun,99,4.6,367
Tamil Nadu,Madurai,18-04-2025,Tandoori Treat,West,Beverages,Cold Coffee,599,4,726
West Bengal,Kolkata,27-08-2025,Pizza Hut,Sector 18,Dessert,Brownie,99,3.5,3845
Gujarat,Ahmedabad,24-03-2024,Tandoori Treat,South,South Indian,Masala Dosa,399,4,2369
Tamil Nadu,Madurai,06-02-2024,Domino's,Sector 18,South Indian,Masala Dosa,299,4.2,693
Tamil Nadu,Chennai,07-06-2024,Burger King,Sector 18,Burger,Aloo Tikki Burger,399,3.7,4870
Karnataka,Mangalore,01-12-2024,Tandoori Treat,Andheri,Dessert,Ice Cream,599,3.8,2240
Madhya Pradesh,Indore,26-07-2024,Domino's,Sector 18,Dessert,Brownie,99,4,1519
Tamil Nadu,Chennai,10-06-2025,Cafe Aroma,East,Biryani,Veg Biryani,149,4.3,2263
West Bengal,Siliguri,25-03-2024,Pizza Hut,Central,Dessert,Gulab Jamun,199,4.9,2080
Karnataka,Mysuru,05-02-2025,KFC,North,Burger,Veg Burger,699,3.7,758
Madhya Pradesh,Bhopal,13-09-2024,Burger King,Koramangala,Chinese,Fried Rice,349,3.9,3997
Karnataka,Mangalore,16-12-2024,Domino's,Banjara Hills,South Indian,Masala Dosa,349,4.3,1265
Telangana,Hyderabad,10-05-2024,Domino's,Sector 18,Biryani,Hyderabadi Biryani,349,4.9,568
West Bengal,Kolkata,25-06-2024,Domino's,Banjara Hills,Biryani,Paneer Biryani,199,4,3833
Tamil Nadu,Chennai,22-02-2025,Cafe Aroma,Banjara Hills,North Indian,Naan,699,4.4,4786
West Bengal,Siliguri,08-05-2025,Burger King,East,South Indian,Vada,699,4.3,3868
Telangana,Warangal,21-03-2025,Burger King,North,Pizza,Margherita,199,4.3,4725
West Bengal,Kolkata,22-10-2024,Food Junction,North,Chinese,Hakka Noodles,149,4,2743
Karnataka,Mangalore,05-03-2025,Burger King,Banjara Hills,Biryani,Veg Biryani,399,4.4,4607
Karnataka,Bengaluru,12-05-2024,Pizza Hut,West,North Indian,Dal Makhani,349,4.6,3085
Karnataka,Bengaluru,31-05-2025,KFC,Banjara Hills,Biryani,Paneer Biryani,149,4.3,520
Tamil Nadu,Coimbatore,10-11-2025,Royal Kitchen,MG Road,Pizza,Margherita,149,3.7,1474
Uttar Pradesh,Lucknow,30-11-2024,Royal Kitchen,Banjara Hills,North Indian,Paneer Butter Masala,599,3.8,2859
Karnataka,Mysuru,06-04-2024,Subway,Central,Burger,Veg Burger,249,3.9,2669
Maharashtra,Nagpur,22-05-2024,KFC,Sector 18,Dessert,Brownie,149,4.4,4660
Karnataka,Bengaluru,24-04-2024,Cafe Aroma,East,Burger,Cheese Burger,149,4.5,3775
Madhya Pradesh,Indore,26-11-2024,Domino's,Koramangala,South Indian,Masala Dosa,499,4.4,667
Telangana,Hyderabad,20-10-2024,Pizza Hut,East,Dessert,Brownie,249,3.6,2394
Uttar Pradesh,Noida,28-09-2025,Spice Hub,South,North Indian,Dal Makhani,149,4.2,4831
Telangana,Warangal,25-07-2024,KFC,South,Pizza,Pepper Paneer,699,5,1059
Maharashtra,Pune,28-01-2024,Biryani House,East,South Indian,Masala Dosa,349,4.8,158
Karnataka,Mysuru,07-06-2025,Roll Nation,Sector 18,Beverages,Lassi,699,4.8,4064
Madhya Pradesh,Bhopal,15-04-2024,Cafe Aroma,East,Biryani,Hyderabadi Biryani,349,4.3,1834
Delhi,New Delhi,02-05-2024,Subway,Banjara Hills,Dessert,Gulab Jamun,199,4,3000
Maharashtra,Pune,06-04-2024,Pizza Hut,North,Chinese,Manchurian,199,4.9,62
Karnataka,Mangalore,27-01-2025,Royal Kitchen,Central,Biryani,Paneer Biryani,699,4,4107
Delhi,New Delhi,18-12-2025,Royal Kitchen,East,Beverages,Cold Coffee,149,3.8,2029
Madhya Pradesh,Indore,11-02-2024,Subway,MG Road,South Indian,Vada,599,4.5,2729
Telangana,Hyderabad,11-08-2024,Tandoori Treat,West,Biryani,Paneer Biryani,249,4.3,117
Rajasthan,Udaipur,07-11-2024,Domino's,Andheri,Dessert,Ice Cream,399,4.1,1692
Uttar Pradesh,Lucknow,28-02-2025,KFC,West,Biryani,Paneer Biryani,299,4.6,395
Telangana,Hyderabad,21-07-2025,Spice Hub,Sector 18,Burger,Cheese Burger,99,3.7,3843
Karnataka,Mangalore,22-09-2024,Domino's,Central,South Indian,Vada,299,4.5,4282
Uttar Pradesh,Lucknow,19-02-2024,Cafe Aroma,MG Road,Chinese,Fried Rice,299,4.4,1672
Rajasthan,Jaipur,19-02-2024,Food Junction,Andheri,Biryani,Hyderabadi Biryani,399,4.1,4297
West Bengal,Siliguri,12-05-2024,Biryani House,South,Biryani,Paneer Biryani,149,4.9,2474
Tamil Nadu,Chennai,14-02-2024,Spice Hub,Central,Chinese,Hakka Noodles,149,4.7,4836
Tamil Nadu,Coimbatore,09-12-2025,Burger King,North,Pizza,Pepper Paneer,249,4,185
West Bengal,Kolkata,12-04-2025,Burger King,East,Dessert,Brownie,499,3.8,4477
Maharashtra,Nagpur,22-08-2025,Roll Nation,Koramangala,Pizza,Margherita,399,5,2890
Karnataka,Bengaluru,19-10-2024,KFC,Central,Beverages,Mango Shake,149,4.9,4994
Gujarat,Ahmedabad,04-09-2025,KFC,Banjara Hills,North Indian,Naan,299,3.9,428
Uttar Pradesh,Kanpur,02-09-2024,Cafe Aroma,East,Beverages,Mango Shake,399,4.2,1581
Rajasthan,Jaipur,29-06-2024,Royal Kitchen,West,South Indian,Idli,99,3.8,1448
Gujarat,Vadodara,04-02-2025,Domino's,East,South Indian,Idli,499,4.2,873
Uttar Pradesh,Noida,19-11-2025,Roll Nation,West,Pizza,Pepper Paneer,99,4.7,3977
Rajasthan,Jaipur,20-09-2025,Cafe Aroma,North,Biryani,Hyderabadi Biryani,249,4,4055
Gujarat,Vadodara,14-06-2025,Domino's,West,Beverages,Mango Shake,499,4.1,2899
Delhi,New Delhi,13-07-2025,KFC,MG Road,Pizza,Veg Farmhouse,349,4.8,4266
Delhi,New Delhi,23-02-2024,Biryani House,Andheri,Dessert,Brownie,299,4,4271
Maharashtra,Pune,20-01-2025,KFC,West,Biryani,Veg Biryani,399,3.9,3431
Gujarat,Vadodara,11-01-2025,Food Junction,Andheri,South Indian,Vada,599,4.2,3424
Uttar Pradesh,Noida,02-01-2024,Domino's,South,Burger,Veg Burger,149,4.2,841
Tamil Nadu,Madurai,27-02-2024,Food Junction,East,Pizza,Pepper Paneer,199,3.7,1278
Madhya Pradesh,Bhopal,23-01-2024,Cafe Aroma,South,South Indian,Masala Dosa,699,4.1,363
Delhi,New Delhi,02-02-2024,Biryani House,Koramangala,Chinese,Hakka Noodles,599,3.7,4374
Delhi,New Delhi,08-11-2025,Spice Hub,Sector 18,Biryani,Hyderabadi Biryani,199,4.9,4950
Madhya Pradesh,Indore,26-11-2025,Spice Hub,Andheri,Chinese,Fried Rice,99,4.8,1023
Madhya Pradesh,Bhopal,27-10-2025,Cafe Aroma,South,Beverages,Cold Coffee,499,4.6,1393
Rajasthan,Udaipur,28-01-2025,Tandoori Treat,East,South Indian,Idli,99,4.8,383
Rajasthan,Jaipur,28-08-2025,Biryani House,South,North Indian,Naan,399,4.2,4850
Delhi,New Delhi,15-05-2025,Roll Nation,North,North Indian,Dal Makhani,149,4.3,2244
Karnataka,Mangalore,24-02-2025,Food Junction,East,Chinese,Hakka Noodles,599,4,111
Delhi,New Delhi,16-08-2024,Burger King,Central,Pizza,Margherita,99,3.8,4157
Tamil Nadu,Chennai,20-07-2024,KFC,South,Chinese,Fried Rice,249,3.7,2331
Tamil Nadu,Chennai,28-04-2024,Domino's,Andheri,Dessert,Gulab Jamun,299,4.8,2003
Madhya Pradesh,Bhopal,22-07-2024,Cafe Aroma,North,Chinese,Hakka Noodles,699,4.8,1847
Telangana,Hyderabad,18-03-2024,Subway,West,Dessert,Gulab Jamun,99,3.9,318
Delhi,New Delhi,01-11-2024,Food Junction,MG Road,Burger,Veg Burger,299,4.1,1455
West Bengal,Kolkata,16-06-2025,Biryani House,Sector 18,Beverages,Cold Coffee,149,3.9,1902
Uttar Pradesh,Lucknow,25-07-2024,Domino's,Sector 18,Chinese,Manchurian,349,4,3315
Delhi,New Delhi,08-01-2025,Tandoori Treat,West,North Indian,Dal Makhani,149,4.7,4918
Madhya Pradesh,Indore,09-12-2024,Tandoori Treat,MG Road,North Indian,Dal Makhani,599,4.3,3511
Uttar Pradesh,Lucknow,06-09-2024,Roll Nation,South,Beverages,Lassi,199,3.8,2105
Madhya Pradesh,Indore,12-12-2024,Cafe Aroma,MG Road,Chinese,Fried Rice,199,4.3,1423
Telangana,Warangal,16-12-2024,Pizza Hut,MG Road,Beverages,Cold Coffee,599,4.1,686
Tamil Nadu,Coimbatore,05-10-2024,Burger King,Andheri,Burger,Aloo Tikki Burger,99,4.9,1430
Karnataka,Mangalore,17-01-2025,Subway,Central,South Indian,Idli,149,4.4,3007
Uttar Pradesh,Lucknow,20-07-2024,Royal Kitchen,Andheri,Biryani,Hyderabadi Biryani,499,3.8,2362
Uttar Pradesh,Kanpur,30-01-2025,Tandoori Treat,East,Dessert,Gulab Jamun,699,4.3,2882
Telangana,Hyderabad,17-07-2024,Food Junction,North,Pizza,Veg Farmhouse,599,4.5,4305
West Bengal,Siliguri,15-07-2024,Tandoori Treat,Banjara Hills,Burger,Cheese Burger,599,4.5,1505
Delhi,New Delhi,24-03-2025,Tandoori Treat,South,North Indian,Naan,399,4.7,372
Maharashtra,Nagpur,04-10-2024,Cafe Aroma,MG Road,Burger,Veg Burger,99,4.3,3925
Karnataka,Mangalore,15-11-2025,Spice Hub,Central,Biryani,Veg Biryani,149,4.7,1161
Maharashtra,Nagpur,14-06-2024,Tandoori Treat,North,Beverages,Lassi,499,4.9,903
Tamil Nadu,Chennai,13-03-2024,Roll Nation,North,South Indian,Vada,249,3.7,1417
Uttar Pradesh,Kanpur,09-10-2025,Cafe Aroma,Banjara Hills,Pizza,Margherita,199,4.2,3658
West Bengal,Siliguri,07-09-2024,Roll Nation,Banjara Hills,Chinese,Fried Rice,399,4,1630
Madhya Pradesh,Indore,24-07-2024,Food Junction,South,Pizza,Margherita,399,3.6,2660
Maharashtra,Pune,03-08-2025,Cafe Aroma,Sector 18,Beverages,Mango Shake,299,4.6,270
Tamil Nadu,Chennai,20-05-2025,Burger King,East,North Indian,Naan,99,4.1,4789
West Bengal,Kolkata,24-10-2024,Royal Kitchen,Central,South Indian,Masala Dosa,149,4,2845
Uttar Pradesh,Lucknow,22-11-2024,Food Junction,Banjara Hills,Beverages,Mango Shake,699,5,822
West Bengal,Siliguri,09-05-2024,Burger King,South,Chinese,Manchurian,149,4.2,3078
Madhya Pradesh,Bhopal,09-11-2025,Roll Nation,Banjara Hills,North Indian,Dal Makhani,299,4.7,2677
Tamil Nadu,Coimbatore,14-10-2024,Domino's,South,Beverages,Cold Coffee,399,3.6,1240
Tamil Nadu,Chennai,21-05-2024,Subway,Sector 18,North Indian,Dal Makhani,99,4.1,2323
Delhi,New Delhi,03-04-2024,Tandoori Treat,MG Road,North Indian,Dal Makhani,299,3.8,2544
Tamil Nadu,Chennai,01-01-2024,Biryani House,South,Biryani,Paneer Biryani,349,3.7,2116
West Bengal,Kolkata,07-05-2025,Tandoori Treat,North,Chinese,Fried Rice,499,4.7,2215
Tamil Nadu,Coimbatore,08-11-2025,Roll Nation,Andheri,Beverages,Lassi,149,4.9,1685
Tamil Nadu,Madurai,16-12-2024,Spice Hub,South,Biryani,Hyderabadi Biryani,399,5,405
Madhya Pradesh,Bhopal,05-11-2025,Pizza Hut,Central,Beverages,Lassi,249,3.9,3785
West Bengal,Siliguri,05-02-2024,Tandoori Treat,Central,Dessert,Brownie,399,3.8,2582
West Bengal,Siliguri,13-04-2025,Roll Nation,East,North Indian,Paneer Butter Masala,99,4.8,2485
Maharashtra,Nagpur,21-07-2024,Spice Hub,Andheri,Pizza,Margherita,299,4.9,2914
Uttar Pradesh,Kanpur,15-04-2025,Domino's,East,South Indian,Vada,149,4.6,3840
Delhi,New Delhi,12-12-2025,Royal Kitchen,Central,Beverages,Mango Shake,699,4,1558
Tamil Nadu,Coimbatore,28-09-2025,Tandoori Treat,Sector 18,Burger,Cheese Burger,399,4.9,3078
Telangana,Warangal,18-10-2024,Royal Kitchen,Central,Dessert,Gulab Jamun,699,4,3152
Maharashtra,Pune,07-10-2024,Pizza Hut,Koramangala,Chinese,Hakka Noodles,99,4.9,3198
Telangana,Hyderabad,16-10-2025,Biryani House,Central,Biryani,Hyderabadi Biryani,199,4.6,257
Karnataka,Mysuru,29-10-2024,Food Junction,Sector 18,North Indian,Paneer Butter Masala,349,3.6,3179
Maharashtra,Nagpur,22-05-2025,Pizza Hut,Central,Pizza,Pepper Paneer,99,4.5,196
Maharashtra,Mumbai,02-08-2024,KFC,West,Chinese,Fried Rice,499,3.6,1860
Telangana,Warangal,17-11-2024,Roll Nation,Central,Burger,Aloo Tikki Burger,199,4.7,4300
Delhi,New Delhi,01-06-2025,Cafe Aroma,East,Beverages,Lassi,199,4,2585
Madhya Pradesh,Bhopal,30-12-2024,Roll Nation,Banjara Hills,Biryani,Hyderabadi Biryani,199,4.7,1953
Karnataka,Mangalore,02-04-2024,Burger King,MG Road,Pizza,Veg Farmhouse,299,4.2,2720
Rajasthan,Udaipur,21-12-2024,Domino's,South,Dessert,Brownie,299,3.8,2704
Telangana,Warangal,25-04-2025,Tandoori Treat,Andheri,Chinese,Hakka Noodles,499,3.7,2610
Madhya Pradesh,Bhopal,05-12-2025,Roll Nation,West,Beverages,Cold Coffee,99,4.4,1291
Uttar Pradesh,Kanpur,12-04-2025,Tandoori Treat,Sector 18,Burger,Veg Burger,99,4.8,757
Tamil Nadu,Coimbatore,10-02-2024,KFC,South,South Indian,Idli,599,3.6,4317
Karnataka,Bengaluru,24-03-2024,Subway,North,North Indian,Dal Makhani,149,4.2,232
Telangana,Warangal,16-08-2024,Burger King,South,Pizza,Veg Farmhouse,599,4.4,4259
Gujarat,Ahmedabad,16-02-2025,Burger King,Andheri,Beverages,Cold Coffee,149,3.6,307
Delhi,New Delhi,30-07-2025,Royal Kitchen,Koramangala,Beverages,Mango Shake,149,4.9,4482
Uttar Pradesh,Lucknow,25-02-2024,Food Junction,Andheri,Dessert,Ice Cream,349,3.9,3298
Tamil Nadu,Chennai,11-08-2024,Subway,North,Biryani,Hyderabadi Biryani,249,3.9,1481
Telangana,Warangal,29-07-2024,KFC,North,North Indian,Dal Makhani,99,4.8,806
Karnataka,Mysuru,07-07-2025,Domino's,Sector 18,North Indian,Dal Makhani,149,3.8,4726
Uttar Pradesh,Kanpur,04-02-2024,Cafe Aroma,MG Road,North Indian,Dal Makhani,249,4.3,1561
Maharashtra,Nagpur,26-07-2024,Royal Kitchen,Sector 18,South Indian,Masala Dosa,349,4.1,2804
Telangana,Warangal,25-02-2024,Domino's,Banjara Hills,Dessert,Ice Cream,499,4.3,3660
Uttar Pradesh,Lucknow,27-07-2025,Food Junction,West,North Indian,Dal Makhani,699,4.4,261
Rajasthan,Udaipur,08-07-2024,Domino's,South,Pizza,Pepper Paneer,699,4.6,4725
Telangana,Warangal,03-02-2024,Roll Nation,North,North Indian,Dal Makhani,349,3.6,2785
Uttar Pradesh,Lucknow,27-03-2024,Subway,East,Chinese,Fried Rice,299,4.7,3867
Gujarat,Ahmedabad,03-08-2024,Burger King,West,Pizza,Veg Farmhouse,149,3.9,967
Maharashtra,Pune,04-08-2024,Subway,North,Beverages,Mango Shake,99,5,2058
Uttar Pradesh,Noida,08-05-2025,Tandoori Treat,North,Biryani,Veg Biryani,299,4.6,2852
Delhi,New Delhi,30-08-2024,Burger King,Andheri,Biryani,Hyderabadi Biryani,199,3.9,3693
Gujarat,Surat,23-03-2024,Spice Hub,MG Road,North Indian,Paneer Butter Masala,199,4.7,1878
Rajasthan,Udaipur,04-03-2024,Subway,Andheri,North Indian,Naan,349,5,4374
